"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"1955",763,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney",2114,"Less Than 2 Years",0
"1956",764,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney",2114,"18 to 34 Years",8.3182640145
"1957",765,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney",2114,"35 to 49 Years",19.981916817
"1958",766,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney",2114,"50 to 64 Years",42.405063291
"1959",767,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney",2114,"65 to 69 Years",15.099457505
"1960",768,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney",2114,"More Than 70 Years",13.652802893
"1961",769,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"2 to 11 Years",0
"1962",770,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"12 to 17 Years",0
"1963",771,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"Less Than 2 Years",0
"1964",772,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"18 to 34 Years",8.6956521739
"1965",773,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"35 to 49 Years",24.275362319
"1966",774,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"50 to 64 Years",40.942028986
"1967",775,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"65 to 69 Years",14.975845411
"1968",776,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney",32224,"More Than 70 Years",11.111111111
"1969",777,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"2 to 11 Years",0
"1970",778,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"12 to 17 Years",0
"1971",779,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"Less Than 2 Years",0
"1972",780,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"18 to 34 Years",7.3081607795
"1973",781,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"35 to 49 Years",22.289890378
"1974",782,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"50 to 64 Years",41.291108404
"1975",783,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"65 to 69 Years",14.616321559
"1976",784,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney",85054,"More Than 70 Years",14.494518879
"1977",785,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"2 to 11 Years",0.3636363636
"1978",786,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"12 to 17 Years",0.7272727273
"1979",787,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"Less Than 2 Years",0
"1980",788,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"18 to 34 Years",10.909090909
"1981",789,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"35 to 49 Years",28
"1982",790,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"50 to 64 Years",46.909090909
"1983",791,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"65 to 69 Years",10.545454545
"1984",792,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney",75230,"More Than 70 Years",2.5454545455
"1985",793,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"2 to 11 Years",0
"1986",794,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"12 to 17 Years",0
"1987",795,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"Less Than 2 Years",0
"1988",796,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"18 to 34 Years",9.9447513812
"1989",797,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"35 to 49 Years",32.044198895
"1990",798,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"50 to 64 Years",45.303867403
"1991",799,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"65 to 69 Years",6.0773480663
"1992",800,"Medical City Fort Worth (TXPL)","TXPL","TX1","Kidney",76104,"More Than 70 Years",6.6298342541
"1993",801,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"2 to 11 Years",1.8556701031
"1994",802,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"12 to 17 Years",3.2989690722
"1995",803,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"Less Than 2 Years",0.206185567
"1996",804,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"18 to 34 Years",10.103092784
"1997",805,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"35 to 49 Years",32.371134021
"1998",806,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"50 to 64 Years",37.731958763
"1999",807,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"65 to 69 Years",10.721649485
"2000",808,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney",23219,"More Than 70 Years",3.7113402062
"2001",809,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"2 to 11 Years",0.6993006993
"2002",810,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"12 to 17 Years",0.2997002997
"2003",811,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"Less Than 2 Years",0
"2004",812,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"18 to 34 Years",10.989010989
"2005",813,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"35 to 49 Years",27.572427572
"2006",814,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"50 to 64 Years",42.457542458
"2007",815,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"65 to 69 Years",12.187812188
"2008",816,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney",29425,"More Than 70 Years",5.7942057942
"2009",817,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"2 to 11 Years",1.0869565217
"2010",818,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"12 to 17 Years",1.0869565217
"2011",819,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"Less Than 2 Years",0
"2012",820,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"18 to 34 Years",16.304347826
"2013",821,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"35 to 49 Years",29.710144928
"2014",822,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"50 to 64 Years",41.666666667
"2015",823,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"65 to 69 Years",9.0579710145
"2016",824,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney",77030,"More Than 70 Years",1.0869565217
"2017",825,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"2 to 11 Years",0
"2018",826,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"12 to 17 Years",0
"2019",827,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"Less Than 2 Years",0
"2020",828,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"18 to 34 Years",7.8431372549
"2021",829,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"35 to 49 Years",25.490196078
"2022",830,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"50 to 64 Years",53.921568627
"2023",831,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"65 to 69 Years",7.8431372549
"2024",832,"Memorial Medical Center (ILMM)","ILMM","TX1","Kidney",62781,"More Than 70 Years",4.9019607843
"2025",833,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"2 to 11 Years",0.9708737864
"2026",834,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"12 to 17 Years",0
"2027",835,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"Less Than 2 Years",0
"2028",836,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"18 to 34 Years",12.621359223
"2029",837,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"35 to 49 Years",36.893203883
"2030",838,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"50 to 64 Years",38.834951456
"2031",839,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"65 to 69 Years",7.7669902913
"2032",840,"Memorial Regional Hospital (FLMR)","FLMR","TX1","Kidney",33021,"More Than 70 Years",2.9126213592
"2033",841,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"2 to 11 Years",0
"2034",842,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"12 to 17 Years",0
"2035",843,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"Less Than 2 Years",0
"2036",844,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"18 to 34 Years",6.1488673139
"2037",845,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"35 to 49 Years",19.741100324
"2038",846,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"50 to 64 Years",43.365695793
"2039",847,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"65 to 69 Years",18.446601942
"2040",848,"Mercy Health Saint Marys (MISM","MISM","TX1","Kidney",49503,"More Than 70 Years",12.297734628
"2041",849,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"2 to 11 Years",0
"2042",850,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"12 to 17 Years",0
"2043",851,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"Less Than 2 Years",0
"2044",852,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"18 to 34 Years",6.8965517241
"2045",853,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"35 to 49 Years",37.931034483
"2046",854,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"50 to 64 Years",41.379310345
"2047",855,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"65 to 69 Years",10.344827586
"2048",856,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"More Than 70 Years",3.4482758621
"2049",857,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"2 to 11 Years",0
"2050",858,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"12 to 17 Years",0
"2051",859,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"Less Than 2 Years",0
"2052",860,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"18 to 34 Years",11.313131313
"2053",861,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"35 to 49 Years",29.898989899
"2054",862,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"50 to 64 Years",43.636363636
"2055",863,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"65 to 69 Years",10.909090909
"2056",864,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"More Than 70 Years",4.2424242424
"2057",865,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"2 to 11 Years",0
"2058",866,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"12 to 17 Years",0
"2059",867,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"Less Than 2 Years",0
"2060",868,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"18 to 34 Years",9.1027308192
"2061",869,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"35 to 49 Years",39.856957087
"2062",870,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"50 to 64 Years",48.43953186
"2063",871,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"65 to 69 Years",2.210663199
"2064",872,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"More Than 70 Years",0.3901170351
"2065",873,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"2 to 11 Years",0
"2066",874,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"12 to 17 Years",0
"2067",875,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"Less Than 2 Years",0
"2068",876,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"18 to 34 Years",11.758474576
"2069",877,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"35 to 49 Years",33.474576271
"2070",878,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"50 to 64 Years",42.478813559
"2071",879,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"65 to 69 Years",9.3220338983
"2072",880,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"More Than 70 Years",2.9661016949
"2073",881,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"2 to 11 Years",0
"2074",882,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"12 to 17 Years",0
"2075",883,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"Less Than 2 Years",0
"2076",884,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"18 to 34 Years",2.4456521739
"2077",885,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"35 to 49 Years",18.47826087
"2078",886,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"50 to 64 Years",48.641304348
"2079",887,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"65 to 69 Years",21.467391304
"2080",888,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"More Than 70 Years",8.9673913043
"2081",889,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"2 to 11 Years",0.572519084
"2082",890,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"12 to 17 Years",0.6679389313
"2083",891,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"Less Than 2 Years",0.0954198473
"2084",892,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"18 to 34 Years",9.4465648855
"2085",893,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"35 to 49 Years",25.954198473
"2086",894,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"50 to 64 Years",46.755725191
"2087",895,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"65 to 69 Years",11.450381679
"2088",896,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"More Than 70 Years",5.0572519084
"2089",897,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"2 to 11 Years",0.6575342466
"2090",898,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"12 to 17 Years",1.698630137
"2091",899,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"Less Than 2 Years",0.1643835616
"2092",900,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"18 to 34 Years",8.3287671233
"2093",901,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"35 to 49 Years",25.589041096
"2094",902,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"50 to 64 Years",44.383561644
"2095",903,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"65 to 69 Years",12.657534247
"2096",904,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"More Than 70 Years",6.5205479452
"2097",905,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"2 to 11 Years",50
"2098",906,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"12 to 17 Years",33.333333333
"2099",907,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"Less Than 2 Years",0
"2100",908,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"18 to 34 Years",16.666666667
"2101",909,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"35 to 49 Years",0
"2102",910,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"50 to 64 Years",0
"2103",911,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"65 to 69 Years",0
"2104",912,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"More Than 70 Years",0
"2105",913,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"2 to 11 Years",0
"2106",914,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"12 to 17 Years",1.0330578512
"2107",915,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"Less Than 2 Years",0
"2108",916,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"18 to 34 Years",11.983471074
"2109",917,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"35 to 49 Years",28.099173554
"2110",918,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"50 to 64 Years",40.495867769
"2111",919,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"65 to 69 Years",10.123966942
"2112",920,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"More Than 70 Years",8.2644628099
"2113",921,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"2 to 11 Years",0.2548853016
"2114",922,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"12 to 17 Years",0.424808836
"2115",923,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"Less Than 2 Years",0.0849617672
"2116",924,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"18 to 34 Years",8.1563296517
"2117",925,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"35 to 49 Years",22.344944775
"2118",926,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"50 to 64 Years",43.925233645
"2119",927,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"65 to 69 Years",11.214953271
"2120",928,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"More Than 70 Years",13.593882753
"2121",929,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"2 to 11 Years",0
"2122",930,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"12 to 17 Years",0
"2123",931,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"Less Than 2 Years",0
"2124",932,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"18 to 34 Years",0
"2125",933,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"35 to 49 Years",20
"2126",934,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"50 to 64 Years",40
"2127",935,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"65 to 69 Years",40
"2128",936,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"More Than 70 Years",0
"2129",937,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"2 to 11 Years",0
"2130",938,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"12 to 17 Years",0
"2131",939,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"Less Than 2 Years",0
"2132",940,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"18 to 34 Years",14.285714286
"2133",941,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"35 to 49 Years",33.116883117
"2134",942,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"50 to 64 Years",37.012987013
"2135",943,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"65 to 69 Years",9.0909090909
"2136",944,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"More Than 70 Years",6.4935064935
"2137",945,"North Shore University Hospital/Northwell Health (NYNS)","NYNS","TX1","Kidney",11030,"2 to 11 Years",0
