"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"1318",276,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"Male",55
"1319",277,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"Female",42.372881356
"1320",278,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"Male",57.627118644
"1321",279,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"Female",37.5
"1322",280,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"Male",62.5
"1323",1,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"Female",50
"1324",2,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"Male",50
"1325",3,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"Female",57.142857143
"1326",4,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"Male",42.857142857
"1327",5,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"Female",58.333333333
"1328",6,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"Male",41.666666667
"1329",7,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"Female",77.272727273
"1330",8,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"Male",22.727272727
"1331",9,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"Female",100
"1332",10,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"Male",0
"1333",11,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"Female",58.333333333
"1334",12,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"Male",41.666666667
"1335",13,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"Female",63.157894737
"1336",14,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"Male",36.842105263
"1337",15,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"Female",68.75
"1338",16,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"Male",31.25
"1339",17,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"Female",0
"1340",18,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"Male",100
"1341",19,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"Female",66.666666667
"1342",20,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"Male",33.333333333
"1343",21,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"Female",35.714285714
"1344",22,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"Male",64.285714286
"1345",23,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"Female",80
"1346",24,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"Male",20
"1347",25,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"Female",100
"1348",26,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"Male",0
"1349",27,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"Female",33.333333333
"1350",28,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"Male",66.666666667
"1351",29,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"Female",64.516129032
"1352",30,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"Male",35.483870968
"1353",31,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"Female",63.043478261
"1354",32,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"Male",36.956521739
"1355",33,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"Female",85
"1356",34,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"Male",15
"1357",35,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"Female",66.666666667
"1358",36,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"Male",33.333333333
"1359",37,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"Female",44.444444444
"1360",38,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"Male",55.555555556
"1361",39,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"Female",50
"1362",40,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"Male",50
"1363",41,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"Female",55.555555556
"1364",42,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"Male",44.444444444
"1365",43,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"Female",62.5
"1366",44,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"Male",37.5
"1367",45,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"Female",33.333333333
"1368",46,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"Male",66.666666667
"1369",47,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"Female",72.972972973
"1370",48,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"Male",27.027027027
"1371",49,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"Female",66.666666667
"1372",50,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"Male",33.333333333
"1373",51,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"Female",50
"1374",52,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"Male",50
"1375",53,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"Female",77.777777778
"1376",54,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"Male",22.222222222
"1377",55,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"Female",69.230769231
"1378",56,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"Male",30.769230769
"1379",57,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"Female",100
"1380",58,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"Male",0
"1381",59,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"Female",50
"1382",60,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"Male",50
"1383",61,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"Female",56.097560976
"1384",62,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"Male",43.902439024
"1385",63,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"Female",66.666666667
"1386",64,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"Male",33.333333333
"1387",65,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"Female",54.545454545
"1388",66,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"Male",45.454545455
"1389",67,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"Female",54.545454545
"1390",68,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"Male",45.454545455
"1391",69,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"Female",66.666666667
"1392",70,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"Male",33.333333333
"1393",71,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"Female",57.142857143
"1394",72,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"Male",42.857142857
"1395",73,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"Female",85.714285714
"1396",74,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"Male",14.285714286
"1397",75,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"Female",83.333333333
"1398",76,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"Male",16.666666667
"1399",77,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Lung",55902,"Female",59.375
"1400",78,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Lung",55902,"Male",40.625
"1401",79,"Spectrum Health (MISH)","MISH","TX1","Lung",NA,"Female",61.904761905
"1402",80,"Spectrum Health (MISH)","MISH","TX1","Lung",NA,"Male",38.095238095
"1403",81,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Lung",85013,"Female",33.333333333
"1404",82,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Lung",85013,"Male",66.666666667
"1405",83,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Lung",63110,"Female",40
"1406",84,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Lung",63110,"Male",60
"1407",85,"Stanford Health Care (CASU)","CASU","TX1","Lung",94305,"Female",47.169811321
"1408",86,"Stanford Health Care (CASU)","CASU","TX1","Lung",94305,"Male",52.830188679
"1409",87,"Tampa General Hospital (FLTG)","FLTG","TX1","Lung",33606,"Female",100
"1410",88,"Tampa General Hospital (FLTG)","FLTG","TX1","Lung",33606,"Male",0
"1411",89,"Temple University Hospital (PATU)","PATU","TX1","Lung",19140,"Female",50.574712644
"1412",90,"Temple University Hospital (PATU)","PATU","TX1","Lung",19140,"Male",49.425287356
"1413",91,"Texas Children's Hospital (TXTC)","TXTC","TX1","Lung",77030,"Female",40
"1414",92,"Texas Children's Hospital (TXTC)","TXTC","TX1","Lung",77030,"Male",60
"1415",93,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Lung",44195,"Female",61.111111111
"1416",94,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Lung",44195,"Male",38.888888889
"1417",95,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Lung",68198,"Female",100
"1418",96,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Lung",68198,"Male",0
"1419",97,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Lung",32608,"Female",64.285714286
"1420",98,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Lung",32608,"Male",35.714285714
"1421",99,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Lung",78229,"Female",87.5
"1422",100,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Lung",78229,"Male",12.5
"1423",101,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Lung",44106,"Female",54.545454545
"1424",102,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Lung",44106,"Male",45.454545455
"1425",103,"University of Alabama Hospital (ALUA)","ALUA","TX1","Lung",35233,"Female",58.333333333
"1426",104,"University of Alabama Hospital (ALUA)","ALUA","TX1","Lung",35233,"Male",41.666666667
"1427",105,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Lung",90095,"Female",56.140350877
"1428",106,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Lung",90095,"Male",43.859649123
"1429",107,"University of California San Diego Medical Center (CASD)","CASD","TX1","Lung",92037,"Female",57.142857143
"1430",108,"University of California San Diego Medical Center (CASD)","CASD","TX1","Lung",92037,"Male",42.857142857
"1431",109,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Lung",94118,"Female",59.322033898
"1432",110,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Lung",94118,"Male",40.677966102
"1433",111,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Lung",60637,"Female",100
"1434",112,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Lung",60637,"Male",0
"1435",113,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Lung",80045,"Female",58.823529412
"1436",114,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Lung",80045,"Male",41.176470588
"1437",115,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Lung",52242,"Female",82.352941176
"1438",116,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Lung",52242,"Male",17.647058824
"1439",117,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Lung",40536,"Female",33.333333333
"1440",118,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Lung",40536,"Male",66.666666667
"1441",119,"University of Maryland Medical System (MDUM)","MDUM","TX1","Lung",21201,"Female",57.894736842
"1442",120,"University of Maryland Medical System (MDUM)","MDUM","TX1","Lung",21201,"Male",42.105263158
"1443",121,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Lung",48109,"Female",60.606060606
"1444",122,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Lung",48109,"Male",39.393939394
"1445",123,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Lung",55454,"Female",61.538461538
"1446",124,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Lung",55454,"Male",38.461538462
"1447",125,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Lung",27514,"Female",33.333333333
"1448",126,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Lung",27514,"Male",66.666666667
"1449",127,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Lung",15213,"Female",64.864864865
"1450",128,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Lung",15213,"Male",35.135135135
"1451",129,"University of Utah Medical Center (UTMC)","UTMC","TX1","Lung",84132,"Female",50
"1452",130,"University of Utah Medical Center (UTMC)","UTMC","TX1","Lung",84132,"Male",50
"1453",131,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Lung",22908,"Female",44.444444444
"1454",132,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Lung",22908,"Male",55.555555556
"1455",133,"University of Washington Medical Center (WAUW)","WAUW","TX1","Lung",98195,"Female",59.649122807
"1456",134,"University of Washington Medical Center (WAUW)","WAUW","TX1","Lung",98195,"Male",40.350877193
"1457",135,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Lung",53792,"Female",66.666666667
"1458",136,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Lung",53792,"Male",33.333333333
"1459",137,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Lung",15224,"Female",33.333333333
"1460",138,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Lung",15224,"Male",66.666666667
"1461",139,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Lung",75390,"Female",69.565217391
"1462",140,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Lung",75390,"Male",30.434782609
"1463",141,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Lung",37232,"Female",66.666666667
"1464",142,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Lung",37232,"Male",33.333333333
"1465",1,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Pancreas",12208,"Female",33.333333333
"1466",2,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Pancreas",12208,"Male",66.666666667
"1467",3,"Allegheny General Hospital (PAAG)","PAAG","TX1","Pancreas",15212,"Female",71.428571429
"1468",4,"Allegheny General Hospital (PAAG)","PAAG","TX1","Pancreas",15212,"Male",28.571428571
"1469",5,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Pancreas",30912,"Female",50
"1470",6,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Pancreas",30912,"Male",50
"1471",7,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Pancreas",85006,"Female",50
"1472",8,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Pancreas",85006,"Male",50
"1473",9,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Pancreas",63110,"Female",100
"1474",10,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Pancreas",63110,"Male",0
"1475",11,"Baylor University Medical Center (TXTX)","TXTX","TX1","Pancreas",75246,"Female",0
"1476",12,"Baylor University Medical Center (TXTX)","TXTX","TX1","Pancreas",75246,"Male",100
"1477",13,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Pancreas",2215,"Female",44.444444444
"1478",14,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Pancreas",2215,"Male",55.555555556
"1479",15,"Boston Children's Hospital (MACH)","MACH","TX1","Pancreas",2115,"Female",100
"1480",16,"Boston Children's Hospital (MACH)","MACH","TX1","Pancreas",2115,"Male",0
"1481",17,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Pancreas",45229,"Female",25
"1482",18,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Pancreas",45229,"Male",75
"1483",19,"Duke University Hospital (NCDU)","NCDU","TX1","Pancreas",27710,"Female",33.333333333
"1484",20,"Duke University Hospital (NCDU)","NCDU","TX1","Pancreas",27710,"Male",66.666666667
"1485",21,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Pancreas",20007,"Female",50
"1486",22,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Pancreas",20007,"Male",50
"1487",23,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Pancreas",7601,"Female",33.333333333
"1488",24,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Pancreas",7601,"Male",66.666666667
"1489",25,"Henry Ford Hospital (MIHF)","MIHF","TX1","Pancreas",48202,"Female",66.666666667
"1490",26,"Henry Ford Hospital (MIHF)","MIHF","TX1","Pancreas",48202,"Male",33.333333333
"1491",27,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Pancreas",19104,"Female",69.230769231
"1492",28,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Pancreas",19104,"Male",30.769230769
"1493",29,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Pancreas",77030,"Female",47.058823529
"1494",30,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Pancreas",77030,"Male",52.941176471
"1495",31,"Indiana University Health (INIM)","INIM","TX1","Pancreas",46202,"Female",58.333333333
"1496",32,"Indiana University Health (INIM)","INIM","TX1","Pancreas",46202,"Male",41.666666667
"1497",33,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Pancreas",22042,"Female",0
"1498",34,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Pancreas",22042,"Male",100
"1499",35,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Pancreas",33136,"Female",83.333333333
"1500",36,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Pancreas",33136,"Male",16.666666667
"1501",37,"Jewish Hospital (KYJH)","KYJH","TX1","Pancreas",40202,"Female",50
"1502",38,"Jewish Hospital (KYJH)","KYJH","TX1","Pancreas",40202,"Male",50
"1503",39,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Pancreas",21287,"Female",75
"1504",40,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Pancreas",21287,"Male",25
"1505",41,"Lehigh Valley Hospital (PALV)","PALV","TX1","Pancreas",18105,"Female",60
"1506",42,"Lehigh Valley Hospital (PALV)","PALV","TX1","Pancreas",18105,"Male",40
"1507",43,"Loyola University Medical Center (ILLU)","ILLU","TX1","Pancreas",60153,"Female",100
"1508",44,"Loyola University Medical Center (ILLU)","ILLU","TX1","Pancreas",60153,"Male",0
"1509",45,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Pancreas",94304,"Female",50
"1510",46,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Pancreas",94304,"Male",50
"1511",47,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Pancreas",2114,"Female",41.666666667
"1512",48,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Pancreas",2114,"Male",58.333333333
"1513",49,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Pancreas",32224,"Female",83.333333333
"1514",50,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Pancreas",32224,"Male",16.666666667
"1515",51,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Pancreas",85054,"Female",100
"1516",52,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Pancreas",85054,"Male",0
"1517",53,"Medical University of South Carolina (SCMU)","SCMU","TX1","Pancreas",29425,"Female",50
"1518",54,"Medical University of South Carolina (SCMU)","SCMU","TX1","Pancreas",29425,"Male",50
"1519",55,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Pancreas",78229,"Female",40
"1520",56,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Pancreas",78229,"Male",60
"1521",57,"Montefiore Medical Center (NYMA)","NYMA","TX1","Pancreas",10467,"Female",50
"1522",58,"Montefiore Medical Center (NYMA)","NYMA","TX1","Pancreas",10467,"Male",50
"1523",59,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Pancreas",10029,"Female",50
"1524",60,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Pancreas",10029,"Male",50
"1525",61,"New York University Medical Center (NYUC)","NYUC","TX1","Pancreas",10016,"Female",0
"1526",62,"New York University Medical Center (NYUC)","NYUC","TX1","Pancreas",10016,"Male",100
"1527",63,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Pancreas",10065,"Female",63.636363636
"1528",64,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Pancreas",10065,"Male",36.363636364
"1529",65,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Pancreas",60611,"Female",69.230769231
"1530",66,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Pancreas",60611,"Male",30.769230769
"1531",67,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Pancreas",10032,"Female",52.5
"1532",68,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Pancreas",10032,"Male",47.5
"1533",69,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Pancreas",43210,"Female",100
"1534",70,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Pancreas",43210,"Male",0
"1535",71,"Piedmont Hospital (GAPH)","GAPH","TX1","Pancreas",30309,"Female",0
"1536",72,"Piedmont Hospital (GAPH)","GAPH","TX1","Pancreas",30309,"Male",100
"1537",73,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Pancreas",55902,"Female",52.631578947
"1538",74,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Pancreas",55902,"Male",47.368421053
"1539",75,"Saint Barnabas Medical Center (NJSB)","NJSB","TX1","Pancreas",7039,"Female",75
"1540",76,"Saint Barnabas Medical Center (NJSB)","NJSB","TX1","Pancreas",7039,"Male",25
"1541",77,"Scott and White Memorial Hospital (TXSW)","TXSW","TX1","Pancreas",76508,"Female",75
"1542",78,"Scott and White Memorial Hospital (TXSW)","TXSW","TX1","Pancreas",76508,"Male",25
"1543",79,"Sentara Norfolk General Hospital (VANG)","VANG","TX1","Pancreas",23507,"Female",0
"1544",80,"Sentara Norfolk General Hospital (VANG)","VANG","TX1","Pancreas",23507,"Male",100
"1545",81,"Sharp Memorial Hospital (CASH)","CASH","TX1","Pancreas",92123,"Female",66.666666667
"1546",82,"Sharp Memorial Hospital (CASH)","CASH","TX1","Pancreas",92123,"Male",33.333333333
"1547",83,"State University of New York Upstate Medical University (NYUM)","NYUM","TX1","Pancreas",13210,"Female",25
"1548",84,"State University of New York Upstate Medical University (NYUM)","NYUM","TX1","Pancreas",13210,"Male",75
"1549",85,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Pancreas",14642,"Female",60
"1550",86,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Pancreas",14642,"Male",40
"1551",87,"Swedish Medical Center (WASM)","WASM","TX1","Pancreas",98122,"Female",66.666666667
"1552",88,"Swedish Medical Center (WASM)","WASM","TX1","Pancreas",98122,"Male",33.333333333
"1553",89,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Pancreas",44195,"Female",52.941176471
"1554",90,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Pancreas",44195,"Male",47.058823529
"1555",91,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Pancreas",68198,"Female",30.769230769
"1556",92,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Pancreas",68198,"Male",69.230769231
"1557",93,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Pancreas",19107,"Female",50
"1558",94,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Pancreas",19107,"Male",50
"1559",95,"Tulane Medical Center (LATU)","LATU","TX1","Pancreas",70112,"Female",0
"1560",96,"Tulane Medical Center (LATU)","LATU","TX1","Pancreas",70112,"Male",100
"1561",97,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Pancreas",32608,"Female",50
"1562",98,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Pancreas",32608,"Male",50
"1563",99,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Pancreas",1655,"Female",50
"1564",100,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Pancreas",1655,"Male",50
"1565",101,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Pancreas",44106,"Female",0
"1566",102,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Pancreas",44106,"Male",100
"1567",103,"University of Alabama Hospital (ALUA)","ALUA","TX1","Pancreas",35233,"Female",57.142857143
"1568",104,"University of Alabama Hospital (ALUA)","ALUA","TX1","Pancreas",35233,"Male",42.857142857
"1569",105,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Pancreas",90095,"Female",35.294117647
"1570",106,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Pancreas",90095,"Male",64.705882353
"1571",107,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Pancreas",94118,"Female",55.555555556
"1572",108,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Pancreas",94118,"Male",44.444444444
"1573",109,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Pancreas",60637,"Female",52.173913043
"1574",110,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Pancreas",60637,"Male",47.826086957
"1575",111,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Pancreas",80045,"Female",80
"1576",112,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Pancreas",80045,"Male",20
"1577",113,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Pancreas",60612,"Female",40
"1578",114,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Pancreas",60612,"Male",60
"1579",115,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Pancreas",52242,"Female",NA
"1580",116,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Pancreas",52242,"Male",NA
"1581",117,"University of Maryland Medical System (MDUM)","MDUM","TX1","Pancreas",21201,"Female",50
"1582",118,"University of Maryland Medical System (MDUM)","MDUM","TX1","Pancreas",21201,"Male",50
"1583",119,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Pancreas",48109,"Female",60
"1584",120,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Pancreas",48109,"Male",40
"1585",121,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Pancreas",55454,"Female",50
